RUTA,FECHA,DIA SEMANA,HORA PREVIA,PARADA,ORIENTACION,HORA CAMION
2,24-11-2020,1,15:00:00,45,1,15:40:00
2,13-04-2020,0,10:01:00,22,0,10:41:00
1,02-02-2022,2,07:59:00,125,0,08:19:00
2,27-02-2022,6,15:02:00,102,0,15:42:00
3,26-07-2021,0,18:02:00,59,0,18:22:00
3,09-08-2022,1,21:07:00,69,0,21:27:00
1,15-05-2021,5,17:09:00,19,0,17:29:00
1,21-07-2020,1,08:58:00,80,0,09:18:00
3,26-07-2021,0,22:27:00,15,1,22:47:00
3,09-10-2022,6,23:03:00,9,0,05:03:00
1,12-02-2022,5,05:51:00,91,1,06:11:00
2,14-06-2022,1,16:46:00,28,1,17:26:00
2,19-03-2021,4,08:43:00,25,0,09:23:00
2,24-10-2020,5,07:52:00,5,0,08:32:00
2,04-03-2022,4,11:52:00,4,1,12:32:00
3,21-06-2021,0,11:42:00,34,0,12:02:00
1,28-03-2022,0,09:40:00,103,1,10:00:00
1,24-02-2021,2,06:04:00,109,1,06:24:00
2,31-05-2022,1,10:52:00,88,0,11:32:00
3,19-11-2020,3,09:50:00,22,1,10:10:00
3,29-11-2021,0,12:08:00,18,1,12:28:00
2,06-06-2020,5,15:19:00,16,0,15:59:00
1,10-02-2020,0,17:20:00,1,0,17:40:00
2,09-07-2022,5,06:48:00,29,0,07:28:00
3,21-01-2021,3,18:54:00,48,0,19:14:00
3,29-03-2020,6,13:21:00,4,1,13:41:00
3,09-05-2021,6,06:58:00,39,1,07:18:00
2,29-04-2021,3,13:01:00,46,1,13:41:00
3,24-07-2021,5,07:18:00,39,1,07:38:00
2,18-04-2022,0,13:40:00,100,1,14:20:00
3,30-05-2020,5,20:29:00,19,1,20:49:00
1,29-09-2021,2,05:38:00,76,1,05:58:00
1,08-05-2020,4,14:39:00,82,0,14:59:00
1,18-04-2021,6,19:33:00,25,0,19:53:00
2,14-08-2021,5,18:25:00,51,1,19:05:00
1,13-01-2020,0,08:20:00,106,0,08:40:00
3,10-05-2020,6,10:58:00,76,1,11:18:00
3,04-02-2020,1,12:21:00,33,0,12:41:00
2,18-05-2021,1,12:05:00,76,0,12:45:00
1,21-06-2022,1,12:58:00,80,0,13:18:00
2,14-04-2020,1,17:18:00,67,0,17:58:00
3,28-01-2023,5,09:16:00,25,0,09:36:00
3,16-08-2021,0,15:16:00,51,0,15:36:00
2,04-01-2020,5,20:12:00,87,1,06:12:00
2,03-03-2020,1,11:33:00,89,1,12:13:00
3,04-11-2022,4,10:38:00,29,0,10:58:00
2,20-10-2021,2,07:43:00,104,0,08:23:00
3,23-03-2022,2,13:41:00,47,1,14:01:00
3,24-08-2022,2,11:17:00,53,0,11:37:00
2,16-09-2020,2,18:15:00,93,1,18:55:00
3,07-03-2020,5,21:15:00,82,0,21:35:00
2,22-07-2022,4,12:55:00,93,1,13:35:00
2,02-05-2020,5,18:37:00,13,1,19:17:00
2,07-12-2022,2,11:24:00,26,1,12:04:00
3,21-10-2020,2,20:40:00,2,1,21:00:00
1,22-03-2020,6,21:26:00,41,0,21:46:00
1,05-11-2020,3,08:38:00,48,1,08:58:00
1,09-08-2021,0,10:44:00,10,0,11:04:00
3,04-11-2020,2,12:37:00,84,0,12:57:00
1,02-09-2020,2,20:01:00,36,0,20:21:00
2,20-05-2022,4,16:13:00,89,0,16:53:00
1,03-11-2020,1,07:58:00,47,1,08:18:00
2,31-10-2022,0,13:39:00,42,1,14:19:00
3,10-07-2021,5,07:02:00,59,0,07:22:00
1,26-01-2021,1,05:06:00,32,1,05:26:00
3,30-04-2021,4,19:03:00,61,0,19:23:00
2,27-05-2022,4,09:31:00,30,0,10:11:00
2,10-01-2023,1,12:16:00,94,1,12:56:00
3,09-04-2020,3,12:45:00,11,1,13:05:00
3,21-01-2022,4,18:32:00,25,1,18:52:00
2,07-08-2022,6,06:37:00,65,0,07:17:00
1,12-04-2022,1,06:32:00,119,1,06:52:00
2,07-06-2022,1,12:35:00,9,1,13:15:00
1,17-07-2020,4,17:54:00,50,0,18:14:00
3,06-02-2022,6,05:57:00,27,0,06:17:00
2,22-03-2021,0,10:34:00,61,1,11:14:00
2,18-01-2021,0,10:21:00,101,1,11:01:00
2,16-11-2021,1,11:33:00,90,0,12:13:00
3,08-10-2021,4,12:47:00,15,1,13:07:00
2,09-03-2020,0,09:15:00,63,1,09:55:00
3,03-07-2021,5,11:40:00,45,1,12:00:00
1,04-01-2023,2,10:12:00,72,0,10:32:00
2,07-03-2021,6,08:34:00,62,0,09:14:00
3,29-12-2021,2,22:43:00,36,0,23:03:00
3,29-09-2021,2,17:06:00,60,1,17:26:00
2,27-08-2021,4,15:04:00,105,1,15:44:00
1,12-06-2021,5,07:16:00,96,1,07:36:00
2,22-01-2021,4,17:39:00,43,0,18:19:00
3,01-12-2020,1,06:13:00,26,1,06:33:00
2,04-04-2022,0,06:01:00,20,1,06:41:00
3,14-06-2020,6,14:24:00,52,1,14:44:00
3,04-01-2020,5,08:50:00,21,1,09:10:00
3,23-06-2021,2,06:45:00,56,1,07:05:00
3,05-11-2020,3,09:44:00,53,1,10:04:00
1,03-12-2021,4,09:23:00,61,0,09:43:00
3,14-01-2020,1,18:59:00,88,0,19:19:00
3,27-04-2022,2,07:04:00,64,0,07:24:00
2,02-07-2021,4,10:33:00,6,0,11:13:00
1,31-01-2021,6,15:02:00,37,0,15:22:00
3,25-05-2022,2,10:12:00,21,0,10:32:00
2,23-06-2020,1,12:55:00,37,0,13:35:00
3,13-10-2022,3,20:21:00,33,0,20:41:00
3,24-10-2020,5,06:33:00,22,0,06:53:00
3,17-06-2020,2,21:07:00,68,0,21:27:00
1,28-12-2021,1,17:18:00,104,0,17:38:00
1,05-06-2020,4,07:53:00,39,1,08:13:00
2,30-04-2020,3,18:37:00,65,0,19:17:00
3,08-01-2021,4,20:27:00,15,0,20:47:00
2,22-01-2020,2,16:38:00,15,1,17:18:00
3,19-02-2022,5,18:24:00,54,1,18:44:00
3,09-06-2020,1,17:58:00,76,1,18:18:00
3,16-06-2022,3,19:40:00,89,0,20:00:00
3,11-06-2020,3,05:47:00,68,0,06:07:00
1,03-09-2020,3,21:30:00,45,0,21:50:00
1,01-06-2022,2,07:56:00,45,1,08:16:00
2,03-05-2021,0,12:52:00,88,1,13:32:00
3,16-07-2020,3,07:08:00,62,1,07:28:00
3,18-03-2021,3,21:21:00,33,0,21:41:00
3,03-12-2020,3,08:26:00,38,0,08:46:00
2,28-02-2022,0,10:52:00,32,1,11:32:00
1,13-01-2021,2,06:55:00,29,0,07:15:00
3,30-06-2020,1,09:52:00,21,0,10:12:00
1,21-01-2022,4,19:06:00,13,0,19:26:00
2,07-12-2022,2,18:51:00,86,1,19:31:00
2,24-09-2020,3,19:20:00,19,0,05:20:00
3,29-07-2022,4,16:49:00,73,0,17:09:00
3,30-03-2022,2,20:28:00,71,0,20:48:00
3,29-09-2021,2,18:55:00,24,0,19:15:00
1,28-03-2020,5,09:31:00,17,1,04:51:00
1,05-09-2022,0,21:59:00,125,0,22:19:00
2,20-10-2021,2,13:36:00,39,1,14:16:00
1,07-07-2020,1,09:13:00,39,1,09:33:00
2,27-04-2022,2,20:12:00,88,0,06:12:00
2,13-02-2022,6,08:58:00,96,1,09:38:00
2,09-05-2020,5,10:17:00,40,1,10:57:00
2,23-01-2020,3,15:40:00,99,1,16:20:00
1,10-01-2022,0,13:20:00,129,0,13:40:00
2,03-10-2022,0,18:55:00,92,1,19:35:00
2,04-11-2021,3,11:15:00,9,1,11:55:00
3,28-04-2021,2,10:18:00,87,0,10:38:00
3,17-09-2021,4,07:06:00,38,0,07:26:00
2,21-09-2021,1,12:30:00,2,0,13:10:00
1,16-02-2020,6,06:20:00,102,1,06:40:00
1,01-11-2021,0,15:19:00,128,0,15:39:00
3,29-06-2020,0,21:43:00,85,1,22:03:00
1,16-12-2020,2,13:01:00,35,0,13:21:00
1,22-06-2022,2,20:34:00,75,0,20:54:00
1,24-06-2022,4,05:53:00,92,1,06:13:00
2,30-09-2022,4,14:44:00,74,0,15:24:00
1,22-07-2020,2,22:00:00,130,0,22:20:00
1,19-06-2021,5,07:00:00,2,1,07:20:00
1,10-04-2020,4,13:14:00,100,0,13:34:00
1,24-07-2022,6,19:33:00,116,0,19:53:00
2,30-05-2022,0,08:44:00,26,1,09:24:00
3,03-10-2022,0,13:20:00,3,0,13:40:00
3,14-10-2022,4,11:26:00,67,0,11:46:00
3,27-04-2021,1,17:41:00,57,0,18:01:00
1,28-09-2020,0,09:30:00,16,1,04:50:00
1,22-08-2021,6,09:29:00,115,1,09:49:00
2,14-05-2020,3,19:01:00,101,1,19:41:00
3,20-07-2020,0,15:18:00,86,0,15:38:00
2,07-12-2021,1,14:38:00,14,1,15:18:00
2,08-03-2022,1,15:24:00,75,1,16:04:00
1,06-04-2021,1,06:06:00,112,1,06:26:00
3,01-03-2022,1,18:40:00,45,1,19:00:00
3,02-01-2022,6,16:55:00,32,1,17:15:00
3,24-10-2021,6,20:08:00,17,1,20:28:00
3,25-03-2022,4,10:07:00,15,0,10:27:00
1,13-02-2020,3,21:20:00,2,0,04:40:00
2,10-11-2021,2,07:16:00,10,1,07:56:00
3,03-07-2020,4,16:51:00,23,1,17:11:00
3,12-08-2022,4,20:42:00,8,1,21:02:00
2,21-07-2022,3,13:17:00,65,1,13:57:00
2,26-12-2022,0,08:53:00,90,1,09:33:00
2,26-03-2021,4,10:25:00,51,0,11:05:00
2,24-01-2022,0,13:11:00,3,1,13:51:00
1,08-07-2022,4,08:19:00,25,1,08:39:00
2,27-06-2020,5,19:23:00,73,0,20:03:00
1,15-07-2021,3,14:20:00,1,0,14:40:00
1,18-02-2021,3,11:26:00,93,0,11:46:00
3,05-02-2020,2,17:38:00,40,1,17:58:00
1,06-07-2020,0,09:30:00,116,1,09:50:00
2,05-02-2021,4,08:02:00,72,1,08:42:00
2,18-02-2020,1,07:38:00,41,1,08:18:00
1,29-08-2020,5,16:10:00,96,0,16:30:00
1,13-02-2021,5,16:15:00,51,0,16:35:00
1,10-10-2021,6,09:54:00,41,1,05:14:00
1,01-10-2021,4,17:20:00,56,0,17:40:00
2,15-06-2021,1,08:02:00,71,0,08:42:00
1,22-06-2021,1,09:08:00,64,1,09:28:00
3,27-01-2020,0,12:16:00,52,0,12:36:00
1,16-06-2021,2,05:15:00,43,1,05:35:00
1,28-11-2020,5,08:21:00,132,0,08:41:00
1,22-06-2021,1,05:45:00,12,1,06:05:00
1,12-12-2021,6,16:15:00,117,0,16:35:00
2,08-01-2022,5,15:21:00,70,0,16:01:00
2,02-07-2021,4,10:25:00,52,1,11:05:00
1,16-02-2020,6,21:02:00,7,0,21:22:00
3,05-04-2020,6,22:16:00,34,1,22:36:00
2,13-04-2022,2,09:51:00,3,1,10:31:00
3,23-05-2022,0,19:23:00,84,1,19:43:00
2,14-04-2020,1,18:38:00,14,0,19:18:00
1,06-07-2020,0,14:34:00,75,0,14:54:00
1,17-07-2020,4,10:47:00,16,0,11:07:00
1,21-03-2021,6,06:19:00,49,1,06:39:00
2,08-07-2021,3,12:56:00,94,1,13:36:00
2,07-12-2020,0,16:10:00,84,0,16:50:00
1,08-12-2021,2,06:25:00,11,1,06:45:00
3,11-11-2020,2,23:19:00,55,0,23:39:00
1,13-02-2021,5,18:21:00,84,0,18:41:00
2,26-09-2022,0,07:42:00,47,0,08:22:00
3,17-07-2021,5,19:25:00,98,0,19:45:00
1,09-01-2023,0,09:44:00,83,1,10:04:00
3,17-06-2022,4,15:47:00,61,1,16:07:00
3,04-09-2020,4,17:14:00,28,1,17:34:00
3,14-09-2021,1,06:27:00,61,1,06:47:00
2,21-09-2022,2,09:04:00,105,1,09:44:00
2,25-07-2021,6,06:53:00,34,1,07:33:00
1,13-08-2020,3,06:56:00,45,1,07:16:00
1,23-12-2021,3,14:39:00,81,0,14:59:00
3,19-03-2021,4,15:47:00,68,0,16:07:00
2,03-07-2020,4,11:03:00,48,1,11:43:00
1,13-11-2021,5,16:20:00,129,0,16:40:00
1,01-07-2021,3,06:24:00,57,1,06:44:00
1,24-09-2022,5,10:51:00,117,1,06:11:00
1,10-10-2021,6,05:31:00,69,1,05:51:00
2,03-12-2020,3,16:06:00,79,1,16:46:00
2,29-11-2021,0,13:12:00,59,0,13:52:00
3,19-06-2021,5,19:14:00,30,1,19:34:00
1,27-03-2021,5,20:42:00,37,0,21:02:00
1,01-10-2021,4,08:55:00,125,1,09:15:00
2,10-11-2021,2,14:53:00,35,0,15:33:00
3,14-01-2020,1,18:50:00,44,0,19:10:00
2,27-06-2020,5,07:01:00,101,1,07:41:00
1,22-01-2022,5,15:05:00,62,0,15:25:00
3,23-11-2021,1,14:00:00,2,1,14:20:00
1,01-02-2022,1,13:38:00,79,0,13:58:00
2,06-03-2021,5,08:11:00,30,1,08:51:00
1,24-04-2022,6,10:16:00,52,0,10:36:00
2,21-04-2021,2,10:01:00,21,0,10:41:00
2,01-07-2021,3,12:06:00,78,0,12:46:00
2,06-12-2021,0,12:54:00,36,1,13:34:00
2,29-10-2022,5,19:04:00,105,1,19:44:00
2,13-11-2021,5,17:37:00,40,0,18:17:00
1,02-08-2020,6,15:46:00,41,0,16:06:00
1,19-10-2021,1,06:58:00,54,0,07:18:00
1,18-07-2022,0,10:06:00,14,0,10:26:00
2,25-10-2022,1,11:21:00,22,0,12:01:00
1,20-04-2020,0,10:06:00,93,0,10:26:00
1,16-07-2021,4,05:58:00,48,1,06:18:00
2,12-09-2021,6,09:00:00,100,1,09:40:00
2,14-12-2020,0,06:21:00,101,0,07:01:00
1,28-04-2021,2,12:17:00,103,0,12:37:00
1,02-07-2020,3,09:13:00,122,1,09:33:00
3,10-06-2021,3,17:16:00,33,1,17:36:00
1,16-09-2022,4,08:14:00,123,1,08:34:00
3,04-08-2021,2,16:25:00,13,0,16:45:00
3,25-06-2022,5,06:10:00,44,0,06:30:00
1,31-10-2020,5,08:38:00,79,0,08:58:00
3,28-08-2021,5,15:32:00,25,1,15:52:00
3,01-02-2022,1,06:46:00,66,0,07:06:00
3,06-06-2021,6,07:46:00,99,0,08:06:00
1,26-05-2022,3,09:18:00,131,1,09:38:00
2,26-10-2022,2,17:52:00,58,1,18:32:00
2,31-08-2021,1,09:25:00,76,0,10:05:00
2,21-10-2022,4,06:34:00,62,1,07:14:00
2,12-01-2023,3,18:41:00,21,0,19:21:00
2,20-09-2022,1,12:58:00,97,0,13:38:00
1,28-03-2022,0,09:38:00,54,0,09:58:00
1,11-07-2020,5,19:01:00,132,0,19:21:00
3,21-10-2020,2,19:17:00,53,0,19:37:00
3,12-07-2022,1,15:19:00,41,1,15:39:00
2,04-12-2020,4,07:26:00,28,1,08:06:00
1,05-05-2021,2,19:03:00,60,0,19:23:00
3,29-09-2020,1,23:38:00,77,1,05:38:00
3,12-04-2022,1,18:08:00,71,0,18:28:00
1,13-08-2022,5,08:30:00,67,1,08:50:00
3,26-07-2022,1,17:18:00,38,1,17:38:00
2,04-03-2021,3,19:10:00,2,1,05:10:00
1,16-02-2020,6,05:46:00,13,1,06:06:00
2,13-09-2020,6,18:11:00,30,1,18:51:00
2,29-12-2020,1,09:11:00,57,1,09:51:00
2,28-03-2020,5,19:18:00,15,0,05:18:00
3,17-06-2020,2,16:17:00,37,1,16:37:00
1,21-10-2020,2,18:06:00,92,0,18:26:00
2,24-09-2020,3,12:50:00,85,0,13:30:00
1,26-03-2022,5,19:30:00,96,0,19:50:00
2,15-12-2022,3,07:16:00,12,1,07:56:00
1,21-03-2021,6,06:05:00,111,1,06:25:00
2,10-08-2021,1,07:35:00,37,1,08:15:00
1,07-12-2022,2,19:56:00,77,0,20:16:00
1,16-03-2022,2,16:33:00,49,0,16:53:00
1,08-04-2020,2,05:48:00,34,1,06:08:00
3,19-09-2020,5,19:43:00,86,1,20:03:00
3,06-03-2021,5,14:50:00,44,0,15:10:00
2,03-10-2021,6,09:58:00,14,1,10:38:00
3,01-09-2020,1,05:35:00,49,0,05:55:00
1,26-04-2022,1,21:25:00,110,0,21:45:00
2,10-10-2020,5,18:57:00,40,1,19:37:00
2,30-11-2020,0,16:34:00,61,1,17:14:00
2,26-07-2021,0,14:35:00,9,1,15:15:00
1,01-12-2021,2,08:59:00,124,0,09:19:00
1,20-08-2021,4,07:47:00,14,1,08:07:00
1,18-08-2022,3,22:11:00,115,0,22:31:00
1,16-02-2020,6,07:02:00,6,1,07:22:00
3,29-01-2022,5,14:40:00,1,1,15:00:00
2,16-04-2020,3,08:53:00,35,0,09:33:00
2,14-02-2020,4,06:41:00,22,1,07:21:00
1,16-06-2020,1,05:55:00,51,0,06:15:00
2,24-01-2022,0,05:52:00,58,1,06:32:00
3,06-03-2020,4,22:25:00,37,0,22:45:00
3,07-05-2021,4,16:41:00,33,0,17:01:00
3,08-01-2021,4,15:21:00,5,1,15:41:00
2,11-01-2022,1,06:43:00,25,1,07:23:00
2,08-06-2022,2,18:38:00,67,0,19:18:00
1,08-01-2022,5,11:03:00,88,0,11:23:00
2,14-12-2020,0,17:26:00,27,0,18:06:00
1,04-09-2021,5,09:19:00,126,0,09:39:00
3,16-05-2020,5,07:16:00,34,1,07:36:00
1,01-09-2022,3,10:16:00,126,1,10:36:00
2,29-12-2021,2,06:25:00,51,0,07:05:00
3,23-05-2020,5,12:25:00,90,1,12:45:00
2,13-06-2022,0,16:03:00,25,1,16:43:00
1,28-08-2020,4,07:31:00,115,0,07:51:00
2,10-07-2022,6,10:15:00,92,0,10:55:00
3,27-01-2020,0,21:27:00,39,0,21:47:00
3,04-05-2020,0,15:02:00,60,0,15:22:00
2,30-03-2021,1,06:25:00,51,1,07:05:00
3,01-01-2023,6,18:35:00,49,0,18:55:00
3,07-06-2022,1,13:04:00,11,0,13:24:00
1,23-08-2022,1,10:02:00,80,1,10:22:00
3,17-04-2020,4,12:31:00,24,1,12:51:00
1,31-08-2022,2,05:37:00,22,1,05:57:00
2,10-08-2020,0,06:55:00,92,0,07:35:00
2,19-08-2021,3,15:13:00,6,1,15:53:00
3,03-05-2021,0,05:45:00,57,1,06:05:00
1,19-07-2020,6,17:39:00,128,0,17:59:00
3,21-08-2022,6,15:14:00,48,0,15:34:00
2,10-11-2022,3,06:46:00,78,1,07:26:00
1,19-07-2022,1,07:54:00,123,1,08:14:00
1,27-02-2022,6,09:18:00,76,1,09:38:00
3,26-01-2020,6,20:11:00,20,0,20:31:00
1,10-10-2022,0,10:24:00,109,1,10:44:00
3,14-10-2021,3,11:26:00,99,0,11:46:00
3,21-01-2020,1,15:55:00,81,0,16:15:00
2,20-10-2020,1,07:26:00,28,1,08:06:00
3,07-04-2021,2,17:18:00,77,1,17:38:00
3,03-02-2022,3,05:43:00,86,1,06:03:00
2,21-04-2021,2,06:12:00,33,1,06:52:00
2,04-08-2020,1,18:49:00,82,0,19:29:00
1,30-01-2023,0,18:04:00,11,0,18:24:00
1,27-01-2023,4,07:06:00,59,1,07:26:00
3,18-08-2021,2,20:50:00,65,1,21:10:00
1,10-10-2022,0,13:21:00,57,0,13:41:00
2,07-04-2020,1,06:32:00,58,0,07:12:00
2,19-03-2022,5,07:00:00,44,1,07:40:00
2,03-02-2021,2,07:56:00,10,1,08:36:00
1,27-08-2020,3,08:57:00,97,1,09:17:00
2,10-11-2022,3,06:09:00,83,1,06:49:00
3,14-06-2020,6,06:37:00,27,0,06:57:00
1,08-07-2021,3,07:45:00,84,1,08:05:00
3,13-07-2022,2,20:38:00,54,0,20:58:00
2,24-08-2022,2,15:24:00,26,0,16:04:00
1,25-01-2022,1,22:43:00,109,0,06:03:00
1,01-09-2020,1,19:00:00,1,0,19:20:00
1,18-04-2022,0,06:14:00,75,0,06:34:00
2,24-07-2022,6,13:40:00,100,1,14:20:00
3,29-08-2020,5,15:31:00,76,0,15:51:00
1,08-10-2021,4,08:26:00,59,1,08:46:00
1,12-09-2020,5,05:23:00,55,1,05:43:00
3,08-04-2020,2,11:37:00,27,0,11:57:00
2,03-09-2020,3,13:25:00,77,0,14:05:00
3,05-07-2021,0,20:40:00,32,0,21:00:00
3,04-07-2021,6,07:48:00,17,1,08:08:00
3,06-10-2020,1,05:42:00,8,1,06:02:00
2,31-12-2020,3,11:20:00,69,1,12:00:00
3,15-08-2020,5,05:58:00,87,0,06:18:00
3,17-10-2020,5,11:08:00,40,0,11:28:00
1,09-09-2021,3,08:52:00,118,1,09:12:00
2,04-11-2021,3,06:39:00,17,0,07:19:00
2,24-07-2021,5,05:56:00,64,1,06:36:00
3,13-06-2022,0,16:46:00,59,1,17:06:00
3,18-05-2022,2,23:43:00,86,1,05:43:00
3,29-04-2021,3,21:43:00,8,0,22:03:00
2,20-04-2021,1,15:26:00,78,0,16:06:00
1,31-03-2020,1,18:20:00,1,0,18:40:00
1,09-10-2021,5,08:43:00,54,1,09:03:00
3,20-08-2022,5,06:59:00,79,1,07:19:00
3,15-10-2022,5,05:25:00,58,1,05:45:00
3,21-02-2021,6,21:08:00,17,0,21:28:00
1,21-01-2023,5,05:41:00,5,1,06:01:00
1,15-05-2020,4,15:20:00,34,0,15:40:00
2,05-03-2020,3,10:02:00,24,0,10:42:00
3,03-06-2020,2,05:43:00,62,0,06:03:00
1,02-03-2021,1,08:16:00,102,0,08:36:00
2,19-10-2021,1,08:43:00,25,1,09:23:00
1,05-07-2020,6,22:15:00,101,0,22:35:00
2,18-01-2022,1,16:58:00,96,0,17:38:00
1,27-07-2020,0,08:52:00,118,1,09:12:00
1,01-11-2020,6,05:27:00,16,0,05:47:00
2,12-05-2020,1,19:00:00,44,0,19:40:00
3,29-12-2022,3,22:03:00,84,1,22:23:00
2,17-02-2022,3,18:53:00,91,0,19:33:00
1,01-09-2022,3,06:00:00,103,1,06:20:00
2,01-06-2020,0,17:55:00,9,1,18:35:00
1,05-09-2020,5,12:03:00,59,0,12:23:00
3,21-11-2022,0,22:43:00,50,1,23:03:00
1,17-05-2020,6,08:19:00,82,0,08:39:00
3,16-11-2022,2,10:41:00,33,0,11:01:00
3,14-05-2020,3,19:02:00,59,0,19:22:00
3,28-10-2022,4,08:42:00,6,0,09:02:00
3,06-12-2022,1,07:38:00,29,0,07:58:00
3,29-04-2020,2,08:27:00,15,0,08:47:00
2,02-11-2021,1,10:44:00,75,0,11:24:00
1,30-03-2020,0,09:52:00,71,0,10:12:00
3,06-10-2020,1,08:38:00,38,1,08:58:00
3,08-06-2022,2,17:11:00,67,1,17:31:00
3,12-02-2022,5,17:44:00,53,1,18:04:00
3,22-06-2020,0,18:48:00,62,1,19:08:00
1,01-08-2022,0,07:18:00,131,1,07:38:00
3,08-02-2022,1,14:00:00,43,1,14:20:00
1,11-12-2021,5,10:18:00,131,1,10:38:00
2,04-02-2020,1,10:46:00,27,1,11:26:00
2,12-01-2023,3,07:56:00,12,1,08:36:00
3,27-06-2022,0,12:11:00,23,1,12:31:00
2,22-06-2020,0,09:34:00,36,1,10:14:00
3,08-10-2022,5,19:02:00,7,1,19:22:00
3,23-05-2020,5,10:27:00,61,1,10:47:00
2,12-01-2020,6,10:53:00,90,1,11:33:00
1,26-07-2020,6,09:18:00,132,1,09:38:00
3,16-02-2022,2,12:28:00,71,0,12:48:00
3,15-02-2021,0,17:26:00,67,0,17:46:00
1,03-01-2023,1,07:23:00,59,0,07:43:00
3,24-08-2022,2,09:09:00,41,0,09:29:00
1,31-01-2023,1,15:46:00,14,0,16:06:00
2,18-02-2021,3,07:35:00,37,1,08:15:00
1,09-05-2020,5,05:39:00,49,1,05:59:00
2,14-02-2021,6,14:32:00,5,0,15:12:00
3,27-11-2021,5,06:10:00,66,1,06:30:00
3,01-01-2022,5,21:38:00,87,0,21:58:00
3,26-02-2021,4,21:50:00,65,1,22:10:00
2,15-06-2021,1,08:11:00,30,0,08:51:00
1,22-02-2022,1,20:38:00,122,0,20:58:00
2,29-01-2020,2,15:33:00,34,0,16:13:00
2,27-05-2020,2,12:15:00,93,1,12:55:00
2,23-06-2021,2,05:18:00,14,0,05:58:00
2,06-01-2022,3,12:44:00,75,0,13:24:00
3,11-10-2022,1,20:20:00,32,0,20:40:00
1,21-12-2020,0,10:28:00,18,0,10:48:00
2,01-06-2022,2,15:02:00,102,1,15:42:00
3,10-11-2020,1,11:00:00,44,1,11:20:00
2,11-01-2023,2,11:30:00,85,0,12:10:00
3,07-03-2022,0,08:06:00,59,1,08:26:00
2,05-01-2021,1,17:12:00,5,1,17:52:00
1,20-07-2022,2,09:46:00,112,1,10:06:00
3,14-08-2022,6,16:54:00,70,1,17:14:00
1,11-04-2022,0,06:56:00,120,0,07:16:00
1,31-10-2020,5,07:15:00,101,0,07:35:00
1,03-11-2021,2,07:56:00,128,1,08:16:00
3,14-01-2021,3,21:55:00,81,0,22:15:00
1,27-08-2022,5,13:36:00,118,0,13:56:00
1,21-05-2022,5,06:10:00,67,1,06:30:00
3,16-11-2022,2,09:40:00,43,1,10:00:00
1,25-07-2022,0,09:18:00,48,1,09:38:00
2,09-07-2020,3,10:56:00,38,1,11:36:00
2,16-04-2022,5,14:49:00,82,1,15:29:00
2,23-09-2022,4,20:06:00,79,1,06:06:00
1,03-06-2022,4,17:39:00,128,0,17:59:00
2,12-06-2020,4,09:47:00,53,0,10:27:00
2,22-04-2021,3,06:01:00,22,0,06:41:00
3,09-07-2022,5,17:50:00,44,0,18:10:00
2,29-10-2020,3,13:28:00,29,0,14:08:00
1,29-07-2020,2,10:17:00,130,1,10:37:00
3,14-11-2020,5,16:45:00,13,0,17:05:00
1,06-05-2021,3,08:07:00,88,1,08:27:00
1,17-01-2023,1,16:11:00,22,0,16:31:00
2,20-12-2021,0,18:36:00,11,1,19:16:00
1,14-09-2020,0,08:30:00,36,1,08:50:00
2,12-01-2023,3,18:36:00,12,0,19:16:00
1,13-02-2021,5,05:22:00,53,1,05:42:00
2,11-08-2021,2,11:39:00,98,0,12:19:00
3,26-11-2020,3,10:15:00,31,1,10:35:00
1,19-08-2022,4,10:28:00,112,0,10:48:00
3,28-03-2021,6,18:07:00,39,0,18:27:00
2,10-03-2022,3,09:18:00,67,1,09:58:00
2,05-08-2021,3,18:36:00,12,0,19:16:00
1,07-02-2022,0,09:23:00,81,1,09:43:00
2,09-10-2022,6,08:56:00,39,1,09:36:00
3,05-05-2020,1,22:00:00,2,1,22:20:00
1,08-11-2022,1,08:05:00,84,1,08:25:00
1,26-08-2022,4,06:37:00,21,1,06:57:00
3,02-02-2022,2,10:03:00,50,1,10:23:00
1,30-12-2021,3,19:54:00,50,0,20:14:00
1,28-04-2021,2,11:16:00,120,0,11:36:00
2,18-07-2022,0,09:53:00,6,1,10:33:00
2,16-05-2020,5,10:16:00,38,0,10:56:00
3,04-02-2020,1,22:41:00,91,0,23:01:00
2,05-02-2021,4,06:10:00,85,1,06:50:00
3,05-10-2020,0,12:36:00,52,0,12:56:00
1,04-02-2021,3,07:51:00,37,1,08:11:00
3,31-01-2023,1,23:40:00,90,0,00:00:00
1,25-12-2021,5,09:19:00,25,1,09:39:00
1,24-07-2021,5,07:06:00,13,1,07:26:00
2,23-04-2020,3,07:52:00,59,0,08:32:00
3,30-08-2022,1,11:25:00,97,0,11:45:00
3,17-11-2022,3,05:40:00,0,1,06:00:00
3,11-12-2021,5,10:21:00,46,1,10:41:00
3,13-10-2022,3,12:43:00,86,1,13:03:00
3,26-08-2021,3,05:45:00,12,1,06:05:00
2,06-01-2020,0,16:53:00,90,1,17:33:00
1,04-06-2022,5,05:58:00,48,1,06:18:00
1,01-11-2022,1,07:25:00,12,1,07:45:00
1,22-09-2022,3,05:59:00,101,1,06:19:00
3,08-04-2022,4,09:26:00,66,0,09:46:00
3,17-01-2020,4,20:08:00,62,1,20:28:00
3,08-11-2020,6,09:54:00,28,1,10:14:00
